PRI_Station,PRI_catalog,New,Set,Family,Genus,Species,Abundance,Latitude,Longitude,Raster,KLB,EXTRA NOTES
4418,60793,Ammonoid_Kossmaticeratidae_Grossouvrites_sp.,Ammonoid,Kossmaticeratidae,Grossouvrites,sp.,1,-64.29849,-56.74821,204,9,
4418,62066,Gastropod_Vanikoridae_Vanikoropsis_sp.,Gastropod,Vanikoridae,Vanikoropsis,sp.,1,-64.29849,-56.74821,204,9,
4418,62068,Bivalve_Hiatellidae_Panopea_sp.,Bivalve,Hiatellidae,Panopea,sp.,1,-64.29849,-56.74821,204,9,
4418,62069,Gastropod_Vanikoridae_Vanikoropsis_sp.,Gastropod,Vanikoridae,Vanikoropsis,sp.,1,-64.29849,-56.74821,204,9,
4418,62070,Gastropod_Perissityidae_Heteroterma_sp.,Gastropod,Perissityidae,Heteroterma,sp.,3,-64.29849,-56.74821,204,9,
4418,62071,Bivalve_Cucullaeidae_Cucullaea_sp.,Bivalve,Cucullaeidae,Cucullaea,sp.,1,-64.29849,-56.74821,204,9,
4418,62072,Gastropod_Fasciolariidae_Cryptorhytis_sp.,Gastropod,Fasciolariidae,Cryptorhytis,sp.,2,-64.29849,-56.74821,204,9,
4418,62074,Gastropod_Vanikoridae_Vanikoropsis_sp.,Gastropod,Vanikoridae,Vanikoropsis,sp.,3,-64.29849,-56.74821,204,9,
4418,62075,Bivalve_Trigoniidae_trigonids,Bivalve,Trigoniidae,trigonids,sp.,1,-64.29849,-56.74821,204,9,
4418,62076,Gastropod_Aporrhaidae_Austroaporrhais_sp.,Gastropod,Aporrhaidae,Austroaporrhais,sp.,4,-64.29849,-56.74821,204,9,
4419,60687,Bivalve_Veneridae_Cyclorisma_Marwicki_sp.,Bivalve,Veneridae,Cyclorisma/Marwickia,sp.,1,-64.30042,-56.75258,204,9,
4419,60809,Bivalve_Limidae_Seymourtula_sp.,Bivalve,Limidae,Seymourtula,sp.,1,-64.30042,-56.75258,204,9,
4419,60681,Gastropod_Vanikoridae_Vanikoropsis_sp.,Gastropod,Vanikoridae,Vanikoropsis,sp.,1,-64.30042,-56.75258,204,9,
4419,60686,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,4,-64.30042,-56.75258,204,9,
4419,60712,Ammonoid_Kossmaticeratidae_Maorites_tuberculatus,Ammonoid,Kossmaticeratidae,Maorites,tuberculatus,1,-64.30042,-56.75258,204,9,
4419,60807,Gastropod_Aporrhaidae_Austroaporrhais_sp.,Gastropod,Aporrhaidae,Austroaporrhais,sp.,7,-64.30042,-56.75258,204,9,
4420,60680,Bivalve_Trigoniidae_trigonids,Bivalve,Trigoniidae,trigonids,pygoscelium,1,-64.30113,-56.75289,204,9,
4420,60756,Bivalve_Lahillidae_Lahillia_sp.,Bivalve,Lahillidae,Lahillia,sp.,1,-64.30113,-56.75289,204,9,
4420,60760,Ammonoid_Kossmaticeratidae_Grossouvrites_sp.,Ammonoid,Kossmaticeratidae,Grossouvrites,sp.,1,-64.30113,-56.75289,204,9,
4420,60730,Bivalve_Limidae_Seymourtula_antarctica,Bivalve,Limidae,Seymourtula,antarctica,1,-64.30113,-56.75289,204,9,
4420,60757,Gastropod_Amberleyidae_Amberleya_sp.,Gastropod,Amberleyidae,Amberleya,sp.,4,-64.30113,-56.75289,204,9,
4420,60729,Gastropod_Perissityidae_Heteroterma_sp.,Gastropod,Perissityidae,Heteroterma,sp.,1,-64.30113,-56.75289,204,9,
4420,60761,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,13,-64.30113,-56.75289,204,9,
4420,60728,Polychaetes_Serpulidae_Rotularia_sp.,Polychaetes,Serpulidae,Rotularia,sp.,2,-64.30113,-56.75289,204,9,
4420,60741,Gastropod_Taiomidae_Taioma_sp.,Gastropod,Taiomidae,Taioma,sp.,1,-64.30113,-56.75289,204,9,
4420,60752,Bivalve_Trigoniidae_trigonids,Bivalve,Trigoniidae,trigonids,regina,1,-64.30113,-56.75289,204,9,
4421,60726,Gastropod_Cassidae_Cassidaria_mirabilis,Gastropod,Cassidae,Cassidaria,mirabilis,1,-64.30183,-56.75181,204,9,
4421,60755,Bivalve_Lahillidae_Lahillia_sp.,Bivalve,Lahillidae,Lahillia,sp.,1,-64.30183,-56.75181,204,9,
4421,60763,Ammonoid_Kossmaticeratidae_Grossouvrites_sp.,Ammonoid,Kossmaticeratidae,Grossouvrites,sp.,4,-64.30183,-56.75181,204,9,
4421,60724,Bivalve_Limidae_Seymourtula_antarctica,Bivalve,Limidae,Seymourtula,antarctica,4,-64.30183,-56.75181,204,9,
4421,60737,Gastropod_Amberleyidae_Amberleya_sp.,Gastropod,Amberleyidae,Amberleya,sp.,1,-64.30183,-56.75181,204,9,
4421,60738,Bivalve_Gryphaeidae_Pycnodonte_vesicularis,Bivalve,Gryphaeidae,Pycnodonte,vesicularis,3,-64.30183,-56.75181,204,9,
4421,60742,Bivalve_Pulvinitidae_Pulvinites_sp.,Bivalve,Pulvinitidae,Pulvinites,sp.,1,-64.30183,-56.75181,204,9,
4421,60758,Bivalve_Pinnidae_Pinna_sp.,Bivalve,Pinnidae,Pinna,sp.,3,-64.30183,-56.75181,204,9,
4421,60759,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,8,-64.30183,-56.75181,204,9,
4421,62093,Gastropod_Fasciolariidae_Cryptorhytis_sp.,Gastropod,Fasciolariidae,Cryptorhytis,sp.,4,-64.30183,-56.75181,204,9,
4421,60725,Bivalve_Pbakeveliidae_Phelopteria_feldmanni,Bivalve,Pbakeveliidae,Phelopteria,feldmanni,3,-64.30183,-56.75181,204,9,
4421,60751,Gastropod_Taiomidae_Taioma_sp.,Gastropod,Taiomidae,Taioma,sp.,1,-64.30183,-56.75181,204,9,
4421,60754,Polychaetes_Serpulidae_Rotularia_sp.,Polychaetes,Serpulidae,Rotularia,sp.,10,-64.30183,-56.75181,204,9,
4422,60732,Gastropod_Cassidae_Cassidaria_mirabilis,Gastropod,Cassidae,Cassidaria,mirabilis,1,-64.30138,-56.75053,204,9,
4422,60736,Ammonoid_Kossmaticeratidae_Grossouvrites_sp.,Ammonoid,Kossmaticeratidae,Grossouvrites,sp.,1,-64.30138,-56.75053,204,9,
4422,62110,Gastropod_Fasciolariidae_Cryptorhytis_sp.,Gastropod,Fasciolariidae,Cryptorhytis,sp.,1,-64.30138,-56.75053,204,9,
4422,60747,Bivalve_Gryphaeidae_Pycnodonte_vesicularis,Bivalve,Gryphaeidae,Pycnodonte,vesicularis,1,-64.30138,-56.75053,204,9,
4422,60748,Bivalve_Cucullaeidae_Cucullaea_sp.,Bivalve,Cucullaeidae,Cucullaea,sp.,1,-64.30138,-56.75053,204,9,
4422,60727,Polychaetes_Serpulidae_Rotularia_sp.,Polychaetes,Serpulidae,Rotularia,sp.,7,-64.30138,-56.75053,204,9,
4422,60749,Gastropod_Aporrhaidae_Austroaporrhais_sp.,Gastropod,Aporrhaidae,Austroaporrhais,sp.,1,-64.30138,-56.75053,204,9,
4422,60753,Gastropod_Taiomidae_Taioma_sp.,Gastropod,Taiomidae,Taioma,sp.,1,-64.30138,-56.75053,204,9,
4423,60734,Ammonoid_Kossmaticeratidae_Grossouvrites_sp.,Ammonoid,Kossmaticeratidae,Grossouvrites,sp.,1,-64.29858,-56.75011,204,9,
4423,60735,Bivalve_Lahillidae_Lahillia_sp.,Bivalve,Lahillidae,Lahillia,sp.,12,-64.29858,-56.75011,204,9,
4423,61097,Nautilus_Eutrephoceratidae_Eutrephoceras_argentinae,Nautilus,Eutrephoceratidae,Eutrephoceras,argentinae,1,-64.29858,-56.75011,204,9,
4423,60797,Ammonoid_Kossmaticeratidae_Grossouvrites_joharae,Ammonoid,Kossmaticeratidae,Grossouvrites,joharae,5,-64.29858,-56.75011,204,9,
4423,60723,Ammonoid_Tetragonitidae_Pseudophyllites_sp.,Ammonoid,Tetragonitidae,Pseudophyllites,sp.,1,-64.29858,-56.75011,204,9,
4423,60745,Ammonoid_Gaudryceratidae_Anagaudryceras_sp.,Ammonoid,Gaudryceratidae,Anagaudryceras,sp.,1,-64.29858,-56.75011,204,9,
4423,60746,Bivalve_Limidae_Seymourtula_antarctica,Bivalve,Limidae,Seymourtula,antarctica,3,-64.29858,-56.75011,204,9,
4423,60721,Bivalve_Pinnidae_Pinna_freneixae,Bivalve,Pinnidae,Pinna,freneixae,3,-64.29858,-56.75011,204,9,
4423,60733,Bivalve_Hiatellidae_Panopea_clausa,Bivalve,Hiatellidae,Panopea,clausa,1,-64.29858,-56.75011,204,9,
4423,60762,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,7,-64.29858,-56.75011,204,9,
4423,65651,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,1,-64.29858,-56.75011,204,9,
4423,60739,Lobster_Nephropidae_Hoploparia_stokesi,Lobster,Nephropidae,Hoploparia,stokesi,1,-64.29858,-56.75011,204,9,
4423,60740,Bivalve_Cucullaeidae_Nordenskj<f6>ldia_sp.,Bivalve,Cucullaeidae,Nordenskj<f6>ldia,sp.,1,-64.29858,-56.75011,204,9,
4423,60781,Polychaetes_Serpulidae_Rotularia_sp.,Polychaetes,Serpulidae,Rotularia,sp.,7,-64.29858,-56.75011,204,9,
4423,60731,Gastropod_Aporrhaidae_Austroaporrhais_sp.,Gastropod,Aporrhaidae,Austroaporrhais,sp.,1,-64.29858,-56.75011,204,9,
4424,61101,Gastropod_Cassidae_Cassidaria_mirabilis,Gastropod,Cassidae,Cassidaria,mirabilis,7,-64.30153,-56.75033,204,9,
4424,61104,Bivalve_Lahillidae_Lahillia_sp.,Bivalve,Lahillidae,Lahillia,sp.,4,-64.30153,-56.75033,204,9,
4424,61102,Ammonoid_Gaudryceratidae_Anagaudryceras_sp.,Ammonoid,Gaudryceratidae,Anagaudryceras,sp.,6,-64.30153,-56.75033,204,9,
4424,61079,Bivalve_Entoliidae_Entolium_sp.,Bivalve,Entoliidae,Entolium,sp.,1,-64.30153,-56.75033,204,9,
4424,61090,Bivalve_Gryphaeidae_Pycnodonte_vesicularis,Bivalve,Gryphaeidae,Pycnodonte,vesicularis,2,-64.30153,-56.75033,204,9,
4424,61080,Polychaetes_Serpulidae_Rotularia_sp.,Polychaetes,Serpulidae,Rotularia,sp.,15,-64.30153,-56.75033,204,9,
4424,61089,Bivalve_Trigoniidae_Kellygonia_sp.,Bivalve,Trigoniidae,Kellygonia,sp.,1,-64.30153,-56.75033,204,9,
4424,61103,Gastropod_Taiomidae_Taioma_sp.,Gastropod,Taiomidae,Taioma,sp.,2,-64.30153,-56.75033,204,9,
4425,61085,Bivalve_Lahillidae_Lahillia_sp.,Bivalve,Lahillidae,Lahillia,sp.,1,-64.29877,-56.74957,204,9,
4425,61099,Bivalve_Lahillidae_Lahillia_sp.,Bivalve,Lahillidae,Lahillia,sp.,1,-64.29877,-56.74957,204,9,
4425,61100,Bivalve_Lahillidae_Lahillia_sp.,Bivalve,Lahillidae,Lahillia,sp.,3,-64.29877,-56.74957,204,9,
4425,61081,Ammonoid_Tetragonitidae_Pseudophyllites_sp.,Ammonoid,Tetragonitidae,Pseudophyllites,sp.,2,-64.29877,-56.74957,204,9,
4425,61082,Bivalve_Limidae_Seymourtula_sp.,Bivalve,Limidae,Seymourtula,sp.,1,-64.29877,-56.74957,204,9,
4425,61105,Ammonoid_Tetragonitidae_Pseudophyllites_sp.,Ammonoid,Tetragonitidae,Pseudophyllites,sp.,1,-64.29877,-56.74957,204,9,
4425,58356,Ammonoid_Kossmaticeratidae_Maorites_densicostatus,Ammonoid,Kossmaticeratidae,Maorites,densicostatus,1,-64.29877,-56.74957,204,9,
4425,61086,Gastropod_Vanikoridae_Vanikoropsis_sp.,Gastropod,Vanikoridae,Vanikoropsis,sp.,1,-64.29877,-56.74957,204,9,
4425,61084,Bivalve_Hiatellidae_Panopea_clausa,Bivalve,Hiatellidae,Panopea,clausa,1,-64.29877,-56.74957,204,9,
4425,61098,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,6,-64.29877,-56.74957,204,9,
4425,61106,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,1,-64.29877,-56.74957,204,9,
4425,61083,Bivalve_Malletiidae_Australoneilo_sp.,Bivalve,Malletiidae,Australoneilo,sp.,1,-64.29877,-56.74957,204,9,
4425,61087,Gastropod_Aporrhaidae_Austroaporrhais_sp.,Gastropod,Aporrhaidae,Austroaporrhais,sp.,1,-64.29877,-56.74957,204,9,
4426,61088,Gastropod_Vanikoridae_Vanikoropsis_sp.,Gastropod,Vanikoridae,Vanikoropsis,sp.,1,-64.3024,-56.74923,204,9,
4426,61096,Bivalve_Hiatellidae_Panopea_clausa,Bivalve,Hiatellidae,Panopea,clausa,3,-64.3024,-56.74923,204,9,
4426,61109,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,4,-64.3024,-56.74923,204,9,
4427,61091,Gastropod_Cassidae_Cassidaria_sp.,Gastropod,Cassidae,Cassidaria,sp.,2,-64.29741,-56.75791,204,9,
4427,61107,Ammonoid_Kossmaticeratidae_Grossouvrites_sp.,Ammonoid,Kossmaticeratidae,Grossouvrites,sp.,1,-64.29741,-56.75791,204,9,
4427,61108,Ammonoid_Kossmaticeratidae_Grossouvrites_sp.,Ammonoid,Kossmaticeratidae,Grossouvrites,sp.,8,-64.29741,-56.75791,204,9,
4427,61110,Ammonoid_Kossmaticeratidae_Grossouvrites_sp.,Ammonoid,Kossmaticeratidae,Grossouvrites,sp.,1,-64.29741,-56.75791,204,9,
4427,61092,Ammonoid_Tetragonitidae_Pseudophyllites_sp.,Ammonoid,Tetragonitidae,Pseudophyllites,sp.,1,-64.29741,-56.75791,204,9,
4427,61095,Bivalve_Entoliidae_Entolium_sp.,Bivalve,Entoliidae,Entolium,sp.,1,-64.29741,-56.75791,204,9,
4427,61111,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,27,-64.29741,-56.75791,204,9,
4427,61093,Bivalve_Trigoniidae_Kellygonia_sp.,Bivalve,Trigoniidae,Kellygonia,sp.,2,-64.29741,-56.75791,204,9,
4427,61094,Gastropod_Taiomidae_Taioma_sp.,Gastropod,Taiomidae,Taioma,sp.,1,-64.29741,-56.75791,204,9,
4428,61013,Gastropod_Cassidae_Cassidaria_mirabilis,Gastropod,Cassidae,Cassidaria,mirabilis,1,-64.3023,-56.75097,204,9,
4428,61020,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,1,-64.3023,-56.75097,204,9,
4428,61021,Bivalve_Gryphaeidae_Pycnodonte_vesicularis,Bivalve,Gryphaeidae,Pycnodonte,vesicularis,8,-64.3023,-56.75097,204,9,
4428,61035,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,1,-64.3023,-56.75097,204,9,
4428,65426,Ammonite_Pachydiscidae_Pachydiscus_sp.,Ammonite,Pachydiscidae,Pachydiscus,sp.,1,-64.3023,-56.75097,204,9,
4428,65427,Ammonite_Pachydiscidae_Pachydiscus_sp.,Ammonite,Pachydiscidae,Pachydiscus,sp.,1,-64.3023,-56.75097,204,9,
4429,62283,Bivalve_Cucullaeidae_Cucullaea_sp.,Bivalve,Cucullaeidae,Cucullaea,sp.,4,-64.30183,-56.74766,204,9,
4430,61014,Bivalve_Limidae_Seymourtula_sp.,Bivalve,Limidae,Seymourtula,sp.,1,-64.29899,-56.75612,204,9,
4430,61019,Ammonoid_Gaudryceratidae_Anagaudryceras_sp.,Ammonoid,Gaudryceratidae,Anagaudryceras,sp.,1,-64.29899,-56.75612,204,9,
4430,61015,Bivalve_Cucullaeidae_Cucullaea_sp.,Bivalve,Cucullaeidae,Cucullaea,sp.,1,-64.29899,-56.75612,204,9,
4430,61042,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,2,-64.29899,-56.75612,204,9,
4431,60908,Bivalve_Trigoniidae_Eselaevitrigonia_sp.,Bivalve,Trigoniidae,Eselaevitrigonia,sp.,5,-64.29789,-56.7782,166,8,
4431,61023,Gastropod_Cassidae_Cassidaria_mirabilis,Gastropod,Cassidae,Cassidaria,mirabilis,7,-64.29789,-56.7782,166,8,
4431,61026,Gastropod_Amberleyidae_Amberleya_sp.,Gastropod,Amberleyidae,Amberleya,sp.,1,-64.29789,-56.7782,166,8,
4431,58297,Gastropod_Vanikoridae_Vanikoropsis_arktowskiana,Gastropod,Vanikoridae,Vanikoropsis,arktowskiana,6,-64.29789,-56.7782,166,8,
4431,61008,Gastropod_Aporrhaidae_Austroaporrhais_sp.,Gastropod,Aporrhaidae,Austroaporrhais,sp.,1,-64.29789,-56.7782,166,8,
4431,61022,Polychaetes_Serpulidae_Rotularia_sp.,Polychaetes,Serpulidae,Rotularia,sp.,5,-64.29789,-56.7782,166,8,
4431,61024,Gastropod_Taiomidae_Taioma_sp.,Gastropod,Taiomidae,Taioma,sp.,3,-64.29789,-56.7782,166,8,
4431,61032,Bivalve_Trigoniidae_Kellygonia_sp.,Bivalve,Trigoniidae,Kellygonia,sp.,1,-64.29789,-56.7782,166,8,
4432,61016,Bivalve_Nuculidae_Leionucula_sp.,Bivalve,Nuculidae,Leionucula,sp.,1,-64.29481,-56.75988,166,8,
4432,61025,Bivalve_Thraciidae_Thracia_sp.,Bivalve,Thraciidae,Thracia,sp.,1,-64.29481,-56.75988,166,8,
4432,61034,Bivalve_Pulvinitidae_Pulvinites_sp.,Bivalve,Pulvinitidae,Pulvinites,sp.,7,-64.29481,-56.75988,166,8,
4432,60909,Polychaetes_Serpulidae_Rotularia_sp.,Polychaetes,Serpulidae,Rotularia,sp.,1,-64.29481,-56.75988,166,8,
4433,uncatalogued,wood_unidentified_unidentified_unidentified,wood,unidentified,unidentified,unidentified,1,NA,NA,NA,NA,
4433,61036,Ammonoid_Kossmaticeratidae_Grossouvrites_sp.,Ammonoid,Kossmaticeratidae,Grossouvrites,sp.,1,NA,NA,NA,NA,
4433,61038,Bivalve_Lahillidae_Lahillia_sp.,Bivalve,Lahillidae,Lahillia,sp.,2,NA,NA,NA,NA,
4433,61033,Bivalve_Gryphaeidae_Pycnodonte_vesicularis,Bivalve,Gryphaeidae,Pycnodonte,vesicularis,3,NA,NA,NA,NA,
4433,61037,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,1,NA,NA,NA,NA,
4433,61040,Bivalve_Limidae_Acesta_sp.,Bivalve,Limidae,Acesta,sp.,3,NA,NA,NA,NA,
4435,61011,Bivalve_Trigoniidae_trigonids,Bivalve,Trigoniidae,trigonids,sp.,1,-64.29827,-56.7503,227,9,
4435,61018,Bivalve_Lahillidae_Lahillia_sp.,Bivalve,Lahillidae,Lahillia,sp.,1,-64.29827,-56.7503,227,9,
4435,61043,Ammonoid_Kossmaticeratidae_Grossouvrites_sp.,Ammonoid,Kossmaticeratidae,Grossouvrites,sp.,2,-64.29827,-56.7503,227,9,
4435,60907,Ammonoid_Tetragonitidae_Pseudophyllites_sp.,Ammonoid,Tetragonitidae,Pseudophyllites,sp.,3,-64.29827,-56.7503,227,9,
4435,61007,Bivalve_Limidae_Seymourtula_sp.,Bivalve,Limidae,Seymourtula,sp.,1,-64.29827,-56.7503,227,9,
4435,61017,Bivalve_Veneridae_Cyclorisma_Marwicki_sp.,Bivalve,Veneridae,Cyclorisma/Marwickia,sp.,8,-64.29827,-56.7503,227,9,
4435,61010,Bivalve_Gryphaeidae_Pycnodonte_vesicularis,Bivalve,Gryphaeidae,Pycnodonte,vesicularis,1,-64.29827,-56.7503,227,9,
4435,61027,Bivalve_Hiatellidae_Panopea_clausa,Bivalve,Hiatellidae,Panopea,clausa,2,-64.29827,-56.7503,227,9,
4435,61028,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,1,-64.29827,-56.7503,227,9,
4435,61029,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,3,-64.29827,-56.7503,227,9,
4435,61030,Bivalve_Cucullaeidae_Cucullaea_sp.,Bivalve,Cucullaeidae,Cucullaea,sp.,1,-64.29827,-56.7503,227,9,
4435,61009,Gastropod_Vanikoridae_Vanikoropsis_arktowskiana,Gastropod,Vanikoridae,Vanikoropsis,arktowskiana,1,-64.29827,-56.7503,227,9,
4435,61012,Gastropod_Vanikoridae_Vanikoropsis_arktowskiana,Gastropod,Vanikoridae,Vanikoropsis,arktowskiana,1,-64.29827,-56.7503,227,9,
4435,61006,Polychaetes_Serpulidae_Rotularia_sp.,Polychaetes,Serpulidae,Rotularia,sp.,1,-64.29827,-56.7503,227,9,
4438,58293,Ammonite_Pachydiscidae_Pachydiscus_ultimus,Ammonite,Pachydiscidae,Pachydiscus,ultimus,1,-64.30097,-56.74315,204,9,
4438,61039,Bivalve_Pbakeveliidae_Phelopteria_feldmanni,Bivalve,Pbakeveliidae,Phelopteria,feldmanni,5,-64.30097,-56.74315,204,9,
4439,61005,Ammonoid_Kossmaticeratidae_Grossouvrites_sp.,Ammonoid,Kossmaticeratidae,Grossouvrites,sp.,1,-64.3021,-56.74768,204,NA,
4439,58282,Ammonoid_Gaudryceratidae_Zelandites_varuna,Ammonoid,Gaudryceratidae,Zelandites,varuna,3,-64.3021,-56.74768,204,NA,
4439,61003,Bivalve_Limidae_Seymourtula_sp.,Bivalve,Limidae,Seymourtula,sp.,4,-64.3021,-56.74768,204,NA,
4439,58283,Ammonoid_Kossmaticeratidae_Maorites_densicostatus,Ammonoid,Kossmaticeratidae,Maorites,densicostatus,5,-64.3021,-56.74768,204,NA,
4439,61004,Scleractinia_Fungiacyathidae_Fungiacyathus_sp.,Scleractinia,Fungiacyathidae,Fungiacyathus,sp.,1,-64.3021,-56.74768,204,NA,
4440,61000,Bivalve_Trigoniidae_trigonids,Bivalve,Trigoniidae,trigonids,sp.,1,-64.30689,-56.74539,204,9,
4440,61002,Scaphopod_Dentaliidae_Dentalium_sp.,Scaphopod,Dentaliidae,Dentalium,sp.,1,-64.30689,-56.74539,204,9,
4440,60911,Bivalve_Veneridae_Cyclorisma_Marwickia_sp.,Bivalve,Veneridae,Cyclorisma/Marwickia,sp.,1,-64.30689,-56.74539,204,9,
4440,60999,Bivalve_Veneridae_Cyclorisma_Marwickia_sp.,Bivalve,Veneridae,Cyclorisma/Marwickia,sp.,1,-64.30689,-56.74539,204,9,
4440,65420,Bivalve_Nuculidae_Leionucula_sp.,Bivalve,Nuculidae,Leionucula,sp.,1,-64.30689,-56.74539,204,9,
4440,61001,Polychaetes_Serpulidae_Rotularia_sp.,Polychaetes,Serpulidae,Rotularia,sp.,2,-64.30689,-56.74539,204,9,
4441,58284,Ammonoid_Tetragonitidae_Pseudophyllites_loryi,Ammonoid,Tetragonitidae,Pseudophyllites,loryi,2,-64.30106,-56.74352,204,NA,
4442,58285,Ammonite_Desmoceratidae_Kitchinites_sp.,Ammonite,Desmoceratidae,Kitchinites,sp.,1,-64.30048,-56.74198,204,9,
4443,58287,Ammonoid_Kossmaticeratidae_Maorites_densicostatus,Ammonoid,Kossmaticeratidae,Maorites,densicostatus,1,-64.30205,-56.74794,204,9,
4444,58289,Ammonite_Pachydiscidae_Pachydiscus_ultimus,Ammonite,Pachydiscidae,Pachydiscus,ultimus,3,-64.30574,-56.74076,228,9,
4445,62002,Bivalve_Lahillidae_Lahillia_sp.,Bivalve,Lahillidae,Lahillia,sp.,1,-64.30704,-56.74529,204,9,
4445,61972,Gastropod_Vanikoridae_Vanikoropsis_arktowskiana,Gastropod,Vanikoridae,Vanikoropsis,arktowskiana,1,-64.30704,-56.74529,204,9,
4445,61980,Gastropod_Aporrhaidae_Struthiochenopus_sp.,Gastropod,Aporrhaidae,Struthiochenopus,sp.,2,-64.30704,-56.74529,204,9,
4447,62163,Ammonite_Pachydiscidae_Pachydiscus_sp.,Ammonite,Pachydiscidae,Pachydiscus,sp.,1,-64.30776,-56.7494,227,9,
4447,62164,Ammonite_Pachydiscidae_Pachydiscus_sp.,Ammonite,Pachydiscidae,Pachydiscus,sp.,1,-64.30776,-56.7494,227,9,
4447,65421,Ammonite_Pachydiscidae_Pachydiscus_sp.,Ammonite,Pachydiscidae,Pachydiscus,sp.,1,-64.30776,-56.7494,227,9,
4447,65424,Ammonite_Pachydiscidae_Pachydiscus_sp.,Ammonite,Pachydiscidae,Pachydiscus,sp.,1,-64.30776,-56.7494,227,9,
4447,65425,Ammonite_Pachydiscidae_Pachydiscus_sp.,Ammonite,Pachydiscidae,Pachydiscus,sp.,1,-64.30776,-56.7494,227,9,
4447,65428,Ammonite_Pachydiscidae_Pachydiscus_sp.,Ammonite,Pachydiscidae,Pachydiscus,sp.,1,-64.30776,-56.7494,227,9,
4447,65429,Ammonite_Pachydiscidae_Pachydiscus_sp.,Ammonite,Pachydiscidae,Pachydiscus,sp.,1,-64.30776,-56.7494,227,9,
4447,65433,Ammonite_Pachydiscidae_Pachydiscus_sp.,Ammonite,Pachydiscidae,Pachydiscus,sp.,1,-64.30776,-56.7494,227,9,
4448,58291,Ammonoid_Kossmaticeratidae_Maorites_densicostatus,Ammonoid,Kossmaticeratidae,Maorites,densicostatus,1,-64.27211,-56.71791,227,9,
4448,58290,Polychaetes_Serpulidae_Rotularia_sp.,Polychaetes,Serpulidae,Rotularia,sp.,6,-64.27211,-56.71791,227,9,
4449,60886,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,2,-64.30099,-56.75823,204,NA,
4450,60881,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,1,-64.30203,-56.74732,204,NA,
4451,60874,Gastropod_Fasciolariidae_Cryptorhytis_sp.,Gastropod,Fasciolariidae,Cryptorhytis,sp.,1,-64.28,-56.7418,204,NA,
4451,58358,Ammonite_Pachydiscidae_Pachydiscus_ultimus,Ammonite,Pachydiscidae,Pachydiscus,ultimus,2,-64.28,-56.7418,204,9,
4452,60923,Bivalve_Trigoniidae_Kellygonia_sp.,Bivalve,Trigoniidae,Kellygonia,sp.,1,-64.2982,-56.7722,166,NA,
4453,58274,Bivalve_Trigoniidae_trigonids,Bivalve,Trigoniidae,trigonids,pygoscelium,11,-64.29908,-56.77104,227,8,
4453,58294,Scaphopod_Dentaliidae_Dentalium_sp.,Scaphopod,Dentaliidae,Dentalium,sp.,2,-64.29908,-56.77104,227,8,
4453,60458,Gastropod_Turritellidae_Turritella_sp.,Gastropod,Turritellidae,Turritella,sp.,1,-64.29908,-56.77104,227,8,
4453,60943,Gastropod_Cassidae_Cassidaria_mirabilis,Gastropod,Cassidae,Cassidaria,mirabilis,15,-64.29908,-56.77104,227,8,
4453,58276,Bivalve_Veneridae_Dozyia_drygalskiana,Bivalve,Veneridae,Dozyia,drygalskiana,5,-64.29908,-56.77104,227,8,
4453,58266,Bivalve_Cucullaeidae_Cucullaea_sp.,Bivalve,Cucullaeidae,Cucullaea,sp.,1,-64.29908,-56.77104,227,8,
4453,58277,Bivalve_Cucullaeidae_Cucullaea_antarctica,Bivalve,Cucullaeidae,Cucullaea,antarctica,3,-64.29908,-56.77104,227,8,
