PRI_Station,PRI_catalog,New,Set,Family,Genus,Species,Abundance,Latitude,Longitude,Raster,KLB,EXTRA NOTES
4538,58661,Gastropod_Aporrhaidae_Austroaporrhais_larseni,Gastropod,Aporrhaidae,Austroaporrhais,larseni,7,-64.28492,-56.748,204,9,
4538,60533,Gastropod_Taiomidae_Taioma_sp.,Gastropod,Taiomidae,Taioma,sp.,1,-64.28492,-56.748,204,9,
4539,60537,Ammonoid_Kossmaticeratidae_Grossouvrites_sp.,Ammonoid,Kossmaticeratidae,Grossouvrites,sp.,5,-64.28655,-56.74681,204,9,
4539,60531,Ammonoid_Gaudryceratidae_Anagaudryceras_sp.,Ammonoid,Gaudryceratidae,Anagaudryceras,sp.,2,-64.28655,-56.74681,204,9,
4539,60540,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,1,-64.28655,-56.74681,204,9,
4539,62133,Gastropod_Fasciolariidae_Cryptorhytis_sp.,Gastropod,Fasciolariidae,Cryptorhytis,sp.,1,-64.28655,-56.74681,204,9,
4539,60534,Gastropod_Aporrhaidae_Struthiochenopus_sp.,Gastropod,Aporrhaidae,Struthiochenopus,sp.,1,-64.28655,-56.74681,204,9,
4539,60527,Bivalve_Trigoniidae_Kellygonia_regina,Bivalve,Trigoniidae,Kellygonia,regina,1,-64.28655,-56.74681,204,9,
4539,60530,Gastropod_Taiomidae_Taioma_sp.,Gastropod,Taiomidae,Taioma,sp.,2,-64.28655,-56.74681,204,9,
4539,60535,Gastropod_Aporrhaidae_Austroaporrhais_sp.,Gastropod,Aporrhaidae,Austroaporrhais,sp.,1,-64.28655,-56.74681,204,9,
4539,60526,Polychaetes_Serpulidae_Rotularia_sp.,Polychaetes,Serpulidae,Rotularia,sp.,1,-64.28655,-56.74681,204,9,
4539,60538,Bivalve_Lahillidae_Lahillia_sp.,Bivalve,Lahillidae,Lahillia,sp.,1,-64.28655,-56.74681,204,9,
4540,60528,Nautilus_Eutrephoceratidae_Eutrephoceras_sp.,Nautilus,Eutrephoceratidae,Eutrephoceras,sp.,1,-64.27664,-56.73446,204,9,
4540,60543,Nautilus_Eutrephoceratidae_Eutrephoceras_sp.,Nautilus,Eutrephoceratidae,Eutrephoceras,sp.,3,-64.27664,-56.73446,204,9,
4541,60539,Nautilus_Eutrephoceratidae_Eutrephoceras_sp.,Nautilus,Eutrephoceratidae,Eutrephoceras,sp.,1,-64.27628,-56.73494,204,9,
4541,60546,Ammonite_Desmoceratidae_Kitchinites_sp.,Ammonite,Desmoceratidae,Kitchinites,sp.,3,-64.27628,-56.73494,204,9,
4543,60541,Bivalve_Lahillidae_Lahillia_sp.,Bivalve,Lahillidae,Lahillia,sp.,1,-64.27319,-56.73806,204,9,
4543,60547,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,6,-64.27319,-56.73806,204,9,
4543,60636,Gastropod_Perissityidae_Heteroterma_sp.,Gastropod,Perissityidae,Heteroterma,sp.,1,-64.27319,-56.73806,204,9,
4543,60644,Ammonite_Pachydiscidae_Pachydiscus_sp.,Ammonite,Pachydiscidae,Pachydiscus,sp.,1,-64.27319,-56.73806,204,9,
4546,60542,Bivalve_Lahillidae_Lahillia_sp.,Bivalve,Lahillidae,Lahillia,sp.,1,-64.26558,-56.70856,204,9,
4546,62468,Bivalve_Trigoniidae_trigonids,Bivalve,Trigoniidae,trigonids,sp.,2,-64.26558,-56.70856,204,9,
4546,65718,Bivalve_Lahillidae_Lahillia_sp.,Bivalve,Lahillidae,Lahillia,sp.,1,-64.26558,-56.70856,204,9,
4546,60573,Gastropod_Vanikoridae_Vanikoropsis_arktowskiana,Gastropod,Vanikoridae,Vanikoropsis,arktowskiana,1,-64.26558,-56.70856,204,9,
4546,61806,Bivalve_Veneridae_Cyclorisma_Marwickia_sp.,Bivalve,Veneridae,Cyclorisma/Marwickia,sp.,3,-64.26558,-56.70856,204,9,
4546,61807,Bivalve_Nuculidae_Leionucula_sp.,Bivalve,Nuculidae,Leionucula,sp.,1,-64.26558,-56.70856,204,9,
4546,61813,Bivalve_Nuculidae_Leionucula_sp.,Bivalve,Nuculidae,Leionucula,sp.,4,-64.26558,-56.70856,204,9,
4546,61820,Bivalve_Nuculidae_Leionucula_sp.,Bivalve,Nuculidae,Leionucula,sp.,1,-64.26558,-56.70856,204,9,
4546,61821,Bivalve_Nuculidae_Leionucula_sp.,Bivalve,Nuculidae,Leionucula,sp.,1,-64.26558,-56.70856,204,9,
4546,61822,Bivalve_Veneridae_Cyclorisma_Marwickia_sp.,Bivalve,Veneridae,Cyclorisma/Marwickia,sp.,4,-64.26558,-56.70856,204,9,
4546,61816,Bivalve_Cucullaeidae_Cucullaea_sp.,Bivalve,Cucullaeidae,Cucullaea,sp.,3,-64.26558,-56.70856,204,9,
4546,61849,Gastropod_Aporrhaidae_Struthiochenopus_sp.,Gastropod,Aporrhaidae,Struthiochenopus,sp.,2,-64.26558,-56.70856,204,9,
4546,65778,Bivalve_Nuculidae_Leionucula_sp.,Bivalve,Nuculidae,Leionucula,sp.,1,-64.26558,-56.70856,204,9,
4546,65781,Gastropod_Aporrhaidae_Struthiochenopus_sp.,Gastropod,Aporrhaidae,Struthiochenopus,sp.,1,-64.26558,-56.70856,204,9,
4546,65782,Bivalve_Cucullaeidae_Cucullaea_sp.,Bivalve,Cucullaeidae,Cucullaea,sp.,1,-64.26558,-56.70856,204,9,
4555,58667,Nautilus_Eutrephoceratidae_Eutrephoceras_simile,Nautilus,Eutrephoceratidae,Eutrephoceras,simile,5,-64.269,-56.71185,204,9,
4555,60623,Nautilus_Eutrephoceratidae_Eutrephoceras_sp.,Nautilus,Eutrephoceratidae,Eutrephoceras,sp.,1,-64.269,-56.71185,204,9,
4555,60641,Ammonoid_Kossmaticeratidae_Grossouvrites_sp.,Ammonoid,Kossmaticeratidae,Grossouvrites,sp.,1,-64.269,-56.71185,204,9,
4555,60645,Nautilus_Eutrephoceratidae_Eutrephoceras_sp.,Nautilus,Eutrephoceratidae,Eutrephoceras,sp.,4,-64.269,-56.71185,204,9,
4555,60648,Ammonite_Diplomoceratidae_Diplomoceras_sp.,Ammonite,Diplomoceratidae,Diplomoceras,sp.,4,-64.269,-56.71185,204,9,
4555,60653,Nautilus_Eutrephoceratidae_Eutrephoceras_sp.,Nautilus,Eutrephoceratidae,Eutrephoceras,sp.,1,-64.269,-56.71185,204,9,
4555,60572,Ammonoid_Kossmaticeratidae_Grossouvrites_sp.,Ammonoid,Kossmaticeratidae,Grossouvrites,sp.,2,-64.269,-56.71185,204,9,
4555,60571,Ammonoid_Tetragonitidae_Pseudophyllites_sp.,Ammonoid,Tetragonitidae,Pseudophyllites,sp.,1,-64.269,-56.71185,204,9,
4555,60634,Bivalve_Pinnidae_Pinna_sp.,Bivalve,Pinnidae,Pinna,sp.,1,-64.269,-56.71185,204,9,
4555,60637,Bivalve_Cucullaeidae_Cucullaea_sp.,Bivalve,Cucullaeidae,Cucullaea,sp.,1,-64.269,-56.71185,204,9,
4555,60640,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,2,-64.269,-56.71185,204,9,
4555,60649,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,2,-64.269,-56.71185,204,9,
4555,60650,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,1,-64.269,-56.71185,204,9,
4555,60580,Bivalve_Hiatellidae_Panopea_clausa,Bivalve,Hiatellidae,Panopea,clausa,3,-64.269,-56.71185,204,9,
4555,60647,Bivalve_Hiatellidae_Panopea_clausa,Bivalve,Hiatellidae,Panopea,clausa,3,-64.269,-56.71185,204,9,
4555,60635,Gastropod_Fasciolariidae_Cryptorhytis_sp.,Gastropod,Fasciolariidae,Cryptorhytis,sp.,1,-64.269,-56.71185,204,9,
4555,60643,Gastropod_Cerithiidae_ind,Gastropod,Cerithiidae,ind,sp.,2,-64.269,-56.71185,204,9,
4555,60638,Bivalve_Corbulidae_Surobula_nucleus,Bivalve,Corbulidae,Surobula,nucleus,4,-64.269,-56.71185,204,9,
4555,60639,Bivalve_Pholadomyidae_Goniomya_hyriiformis,Bivalve,Pholadomyidae,Goniomya,hyriiformis,1,-64.269,-56.71185,204,9,
4555,60575,Scleractinia_Fungiacyathidae_Fungiacyathus_sp.,Scleractinia,Fungiacyathidae,Fungiacyathus,sp.,1,-64.269,-56.71185,204,9,
4557,60484,Ammonoid_Kossmaticeratidae_Grossouvrites_joharae,Ammonoid,Kossmaticeratidae,Grossouvrites,joharae,1,-64.29645,-56.76593,166,8,
4558,60487,Ammonoid_Kossmaticeratidae_Grossouvrites_sp.,Ammonoid,Kossmaticeratidae,Grossouvrites,sp.,3,-64.29597,-56.76687,166,8,
4558,60489,Ammonoid_Kossmaticeratidae_Grossouvrites_sp.,Ammonoid,Kossmaticeratidae,Grossouvrites,sp.,1,-64.29597,-56.76687,166,8,
4558,60485,Gastropod_Cassidae_Cassidaria_mirabilis,Gastropod,Cassidae,Cassidaria,mirabilis,7,-64.29597,-56.76687,166,8,
4558,65720,Gastropod_Cassidae_Cassidaria_mirabilis,Gastropod,Cassidae,Cassidaria,mirabilis,1,-64.29597,-56.76687,166,8,
4558,60500,Ammonoid_Gaudryceratidae_Anagaudryceras_sp.,Ammonoid,Gaudryceratidae,Anagaudryceras,sp.,1,-64.29597,-56.76687,166,8,
4558,60503,Ammonoid_Gaudryceratidae_Anagaudryceras_sp.,Ammonoid,Gaudryceratidae,Anagaudryceras,sp.,1,-64.29597,-56.76687,166,8,
4558,60494,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,1,-64.29597,-56.76687,166,8,
4558,60499,Bivalve_Cucullaeidae_Cucullaea_sp.,Bivalve,Cucullaeidae,Cucullaea,sp.,2,-64.29597,-56.76687,166,8,
4558,60501,Bivalve_Hiatellidae_Panopea_clausa,Bivalve,Hiatellidae,Panopea,clausa,2,-64.29597,-56.76687,166,8,
4558,60508,Gastropod_Vanikoridae_Vanikoropsis_arktowskiana,Gastropod,Vanikoridae,Vanikoropsis,arktowskiana,1,-64.29597,-56.76687,166,8,
4558,60495,Gastropod_Perissityidae_Heteroterma_sp.,Gastropod,Perissityidae,Heteroterma,sp.,1,-64.29597,-56.76687,166,8,
4558,60490,Bivalve_Trigoniidae_Kellygonia_regina,Bivalve,Trigoniidae,Kellygonia,regina,4,-64.29597,-56.76687,166,8,
4558,60493,Gastropod_Aporrhaidae_Austroaporrhais_larseni,Gastropod,Aporrhaidae,Austroaporrhais,larseni,1,-64.29597,-56.76687,166,8,
4558,60497,Gastropod_Taiomidae_Taioma_sp.,Gastropod,Taiomidae,Taioma,sp.,1,-64.29597,-56.76687,166,8,
4558,65719,Bivalve_Trigoniidae_Kellygonia_regina,Bivalve,Trigoniidae,Kellygonia,regina,1,-64.29597,-56.76687,166,8,
4560,60491,Ammonoid_Kossmaticeratidae_Grossouvrites_sp.,Ammonoid,Kossmaticeratidae,Grossouvrites,sp.,1,-64.29434,-56.76188,227,NA,
4560,60504,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,1,-64.29434,-56.76188,227,NA,
4560,60506,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,5,-64.29434,-56.76188,227,NA,
4560,61833,Gastropod_Vanikoridae_Vanikoropsis_arktowskiana,Gastropod,Vanikoridae,Vanikoropsis,arktowskiana,1,-64.29434,-56.76188,227,NA,
4560,60505,Ammonite_Pachydiscidae_Pachydiscus_sp.,Ammonite,Pachydiscidae,Pachydiscus,sp.,1,-64.29434,-56.76188,227,NA,
4561,65712,Ammonoid_Kossmaticeratidae_Grossouvrites_sp.,Ammonoid,Kossmaticeratidae,Grossouvrites,sp.,1,-64.28497,-56.76003,166,8,
4561,60629,Ammonoid_Kossmaticeratidae_Grossouvrites_sp.,Ammonoid,Kossmaticeratidae,Grossouvrites,sp.,4,-64.28497,-56.76003,166,8,
4561,60631,Ammonoid_Kossmaticeratidae_Grossouvrites_sp.,Ammonoid,Kossmaticeratidae,Grossouvrites,sp.,3,-64.28497,-56.76003,166,8,
4561,60633,Ammonoid_Kossmaticeratidae_Grossouvrites_sp.,Ammonoid,Kossmaticeratidae,Grossouvrites,sp.,3,-64.28497,-56.76003,166,8,
4561,60486,Gastropod_Cassidae_Cassidaria_mirabilis,Gastropod,Cassidae,Cassidaria,mirabilis,27,-64.28497,-56.76003,166,8,
4561,65742,Gastropod_Cassidae_Cassidaria_mirabilis,Gastropod,Cassidae,Cassidaria,mirabilis,1,-64.28497,-56.76003,166,8,
4561,60498,Gastropod_Amberleyidae_Amberleya_sp.,Gastropod,Amberleyidae,Amberleya,sp.,8,-64.28497,-56.76003,166,8,
4561,60626,Gastropod_Amberleyidae_Amberleya_sp.,Gastropod,Amberleyidae,Amberleya,sp.,1,-64.28497,-56.76003,166,8,
4561,65708,Gastropod_Amberleyidae_Amberleya_sp.,Gastropod,Amberleyidae,Amberleya,sp.,1,-64.28497,-56.76003,166,8,
4561,65710,Gastropod_Amberleyidae_Amberleya_sp.,Gastropod,Amberleyidae,Amberleya,sp.,1,-64.28497,-56.76003,166,8,
4561,60488,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,3,-64.28497,-56.76003,166,8,
4561,60502,Bivalve_Cucullaeidae_Cucullaea_sp.,Bivalve,Cucullaeidae,Cucullaea,sp.,1,-64.28497,-56.76003,166,8,
4561,60496,Gastropod_Perissityidae_Heteroterma_sp.,Gastropod,Perissityidae,Heteroterma,sp.,8,-64.28497,-56.76003,166,8,
4561,65709,Bivalve_Cucullaeidae_Cucullaea_sp.,Bivalve,Cucullaeidae,Cucullaea,sp.,1,-64.28497,-56.76003,166,8,
4561,65796,Gastropod_Fasciolariidae_Cryptorhytis_sp.,Gastropod,Fasciolariidae,Cryptorhytis,sp.,1,-64.28497,-56.76003,166,8,
4561,62099,Gastropod_Fasciolariidae_Cryptorhytis_sp.,Gastropod,Fasciolariidae,Cryptorhytis,sp.,1,-64.28497,-56.76003,166,8,
4561,62104,Gastropod_Fasciolariidae_Cryptorhytis_sp.,Gastropod,Fasciolariidae,Cryptorhytis,sp.,5,-64.28497,-56.76003,166,8,
4561,60483,Gastropod_Taiomidae_Taioma_sp.,Gastropod,Taiomidae,Taioma,sp.,9,-64.28497,-56.76003,166,8,
4561,60627,Gastropod_Taiomidae_Taioma_sp.,Gastropod,Taiomidae,Taioma,sp.,2,-64.28497,-56.76003,166,8,
4562,60630,Ammonoid_Kossmaticeratidae_Grossouvrites_sp.,Ammonoid,Kossmaticeratidae,Grossouvrites,sp.,1,-64.28408,-56.75939,166,8,
4563,61802,Gastropod_Vanikoridae_Vanikoropsis_sp.,Gastropod,Vanikoridae,Vanikoropsis,sp.,1,-64.27928,-56.75806,166,8,
4563,61830,Bivalve_Veneridae_Cyclorisma_Marwickia_sp.,Bivalve,Veneridae,Cyclorisma/Marwickia,sp.,2,-64.27928,-56.75806,166,8,
4563,61831,Bivalve_Nuculidae_Leionucula_sp.,Bivalve,Nuculidae,Leionucula,sp.,1,-64.27928,-56.75806,166,8,
4563,61832,Gastropod_Aporrhaidae_Struthiochenopus_sp.,Gastropod,Aporrhaidae,Struthiochenopus,sp.,1,-64.27928,-56.75806,166,8,
4563,61845,Gastropod_Aporrhaidae_Struthiochenopus_sp.,Gastropod,Aporrhaidae,Struthiochenopus,sp.,4,-64.27928,-56.75806,166,8,
4563,61854,Gastropod_Vanikoridae_Vanikoropsis_sp.,Gastropod,Vanikoridae,Vanikoropsis,sp.,4,-64.27928,-56.75806,166,8,
4563,61798,Crinoid_Isselicrinidae_Isselicrinus_sp.,Crinoid,Isselicrinidae,Isselicrinus,sp.,1,-64.27928,-56.75806,166,8,
4563,65785,Gastropod_Aporrhaidae_Austroaporrhais_sp.,Gastropod,Aporrhaidae,Austroaporrhais,sp.,1,-64.27928,-56.75806,166,8,
4565,60625,Ammonoid_Kossmaticeratidae_Grossouvrites_sp.,Ammonoid,Kossmaticeratidae,Grossouvrites,sp.,8,-64.26968,-56.74725,166,8,
4565,60579,Gastropod_Perissityidae_Heteroterma_sp.,Gastropod,Perissityidae,Heteroterma,sp.,3,-64.26968,-56.74725,166,8,
4566,61311,Nautilus_Eutrephoceratidae_Eutrephoceras_sp.,Nautilus,Eutrephoceratidae,Eutrephoceras,sp.,2,-64.2704,-56.75052,166,8,
4566,61324,Ammonoid_Kossmaticeratidae_Grossouvrites_sp.,Ammonoid,Kossmaticeratidae,Grossouvrites,sp.,1,-64.2704,-56.75052,166,8,
4566,61185,Ammonoid_Kossmaticeratidae_Grossouvrites_sp.,Ammonoid,Kossmaticeratidae,Grossouvrites,sp.,1,-64.2704,-56.75052,166,8,
4566,61189,Ammonoid_Kossmaticeratidae_Grossouvrites_sp.,Ammonoid,Kossmaticeratidae,Grossouvrites,sp.,3,-64.2704,-56.75052,166,8,
4566,65789,Ammonite_Desmoceratidae_Kitchinites_darwini,Ammonite,Desmoceratidae,Kitchinites,darwini,1,-64.2704,-56.75052,166,8,
4566,61323,Gastropod_Amberleyidae_Amberleya_sp.,Gastropod,Amberleyidae,Amberleya,sp.,1,-64.2704,-56.75052,166,8,
4566,61325,Ammonoid_Gaudryceratidae_Anagaudryceras_sp.,Ammonoid,Gaudryceratidae,Anagaudryceras,sp.,1,-64.2704,-56.75052,166,8,
4566,61326,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,3,-64.2704,-56.75052,166,8,
4566,61321,Gastropod_Vanikoridae_Vanikoropsis_sp.,Gastropod,Vanikoridae,Vanikoropsis,sp.,1,-64.2704,-56.75052,166,8,
4566,61322,Gastropod_Taiomidae_Taioma_sp.,Gastropod,Taiomidae,Taioma,sp.,1,-64.2704,-56.75052,166,8,
4566,61327,Ammonite_Pachydiscidae_Pachydiscus_sp.,Ammonite,Pachydiscidae,Pachydiscus,sp.,14,-64.2704,-56.75052,166,8,
4566,61328,Ammonite_Pachydiscidae_Pachydiscus_sp.,Ammonite,Pachydiscidae,Pachydiscus,sp.,4,-64.2704,-56.75052,166,8,
4566,61329,Ammonite_Pachydiscidae_Pachydiscus_sp.,Ammonite,Pachydiscidae,Pachydiscus,sp.,2,-64.2704,-56.75052,166,8,
4566,61330,Ammonite_Pachydiscidae_Pachydiscus_sp.,Ammonite,Pachydiscidae,Pachydiscus,sp.,2,-64.2704,-56.75052,166,8,
4567,58312,Bivalve_Cucullaeidae_Cucullaea_antarctica,Bivalve,Cucullaeidae,Cucullaea,antarctica,3,-64.26397,-56.74102,220,8,
4567,61163,Gastropod_Vanikoridae_Vanikoropsis_sp.,Gastropod,Vanikoridae,Vanikoropsis,sp.,1,-64.26397,-56.74102,220,8,
4567,61166,Gastropod_Perissityidae_Heteroterma_sp.,Gastropod,Perissityidae,Heteroterma,sp.,1,-64.26397,-56.74102,220,8,
4567,61171,Bivalve_Entoliidae_Entolium_sp.,Bivalve,Entoliidae,Entolium,sp.,4,-64.26397,-56.74102,220,8,
4567,61170,Gastropod_Taiomidae_Taioma_sp.,Gastropod,Taiomidae,Taioma,sp.,1,-64.26397,-56.74102,220,8,
4567,61182,Bivalve_Trigoniidae_Kellygonia_sp.,Bivalve,Trigoniidae,Kellygonia,sp.,4,-64.26397,-56.74102,220,8,
4568,61188,Ammonite_Diplomoceratidae_Diplomoceras_sp.,Ammonite,Diplomoceratidae,Diplomoceras,sp.,1,-64.26287,-56.74456,166,8,
4568,61167,Bivalve_Veneridae_Dozyia_sp.,Bivalve,Veneridae,Dozyia,sp.,2,-64.26287,-56.74456,166,8,
4568,61174,Gastropod_Amberleyidae_Amberleya_sp.,Gastropod,Amberleyidae,Amberleya,sp.,1,-64.26287,-56.74456,166,8,
4568,58311,Bivalve_Cucullaeidae_Cucullaea_antarctica,Bivalve,Cucullaeidae,Cucullaea,antarctica,12,-64.26287,-56.74456,166,8,
4568,60665,Bivalve_Cucullaeidae_Cucullaea_sp.,Bivalve,Cucullaeidae,Cucullaea,sp.,1,-64.26287,-56.74456,166,8,
4568,61190,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,1,-64.26287,-56.74456,166,8,
4568,65717,Bivalve_Cucullaeidae_Cucullaea_antarctica,Bivalve,Cucullaeidae,Cucullaea,antarctica,1,-64.26287,-56.74456,166,8,
4568,62117,Gastropod_Fasciolariidae_Cryptorhytis_sp.,Gastropod,Fasciolariidae,Cryptorhytis,sp.,1,-64.26287,-56.74456,166,8,
4568,61173,Gastropod_Perissityidae_Heteroterma_sp.,Gastropod,Perissityidae,Heteroterma,sp.,5,-64.26287,-56.74456,166,8,
4568,65786,Bivalve_Trigoniidae_Kellygonia_sp.,Bivalve,Trigoniidae,Kellygonia,sp.,1,-64.26287,-56.74456,166,8,
4568,61168,Polychaetes_Serpulidae_Rotularia_sp.,Polychaetes,Serpulidae,Rotularia,sp.,54,-64.26287,-56.74456,166,8,
4568,61172,Bivalve_Trigoniidae_Kellygonia_sp.,Bivalve,Trigoniidae,Kellygonia,sp.,1,-64.26287,-56.74456,166,8,
4569,62467,Ammonite_Diplomoceratidae_Diplomoceras_sp.,Ammonite,Diplomoceratidae,Diplomoceras,sp.,3,-64.27046,-56.74738,166,8,
4569,61157,Bivalve_Veneridae_Cyclorisma_Marwicki_sp.,Bivalve,Veneridae,Cyclorisma/Marwickia,sp.,1,-64.27046,-56.74738,166,8,
4569,61156,Gastropod_Perissityidae_Heteroterma_sp.,Gastropod,Perissityidae,Heteroterma,sp.,1,-64.27046,-56.74738,166,8,
4569,61186,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,4,-64.27046,-56.74738,166,8,
4569,60700,Ammonite_Pachydiscidae_Pachydiscus_sp.,Ammonite,Pachydiscidae,Pachydiscus,sp.,1,-64.27046,-56.74738,166,8,
4569,61175,Gastropod_Aporrhaidae_Austroaporrhais_sp.,Gastropod,Aporrhaidae,Austroaporrhais,sp.,1,-64.27046,-56.74738,166,8,
4569,61176,Bivalve_Trigoniidae_Kellygonia_sp.,Bivalve,Trigoniidae,Kellygonia,sp.,2,-64.27046,-56.74738,166,8,
4570,61177,Gastropod_Cassidae_Cassidaria_mirabilis,Gastropod,Cassidae,Cassidaria,mirabilis,3,-64.26539,-56.74782,227,8,
4570,61192,Scaphopod_Dentaliidae_Dentalium_sp.,Scaphopod,Dentaliidae,Dentalium,sp.,2,-64.26539,-56.74782,227,8,
4570,61193,Bivalve_Trigoniidae_trigonids,Bivalve,Trigoniidae,trigonids,sp.,3,-64.26539,-56.74782,227,8,
4570,61179,Gastropod_Amberleyidae_Amberleya_sp.,Gastropod,Amberleyidae,Amberleya,sp.,3,-64.26539,-56.74782,227,8,
4570,58313,Gastropod_Vanikoridae_Vanikoro_sp.,Gastropod,Vanikoridae,Vanikoro,sp.,3,-64.26539,-56.74782,227,8,
4570,61161,Gastropod_Vanikoridae_Vanikoropsis_sp.,Gastropod,Vanikoridae,Vanikoropsis,sp.,22,-64.26539,-56.74782,227,8,
4570,61162,Gastropod_Fasciolariidae_Cryptorhytis_sp.,Gastropod,Fasciolariidae,Cryptorhytis,sp.,1,-64.26539,-56.74782,227,8,
4570,61158,Bivalve_Naticidae_Euspira_sp.,Bivalve,Naticidae,Euspira,sp.,4,-64.26539,-56.74782,227,8,
4570,61180,Bivalve_Cucullaeidae_Cucullaea_sp.,Bivalve,Cucullaeidae,Cucullaea,sp.,2,-64.26539,-56.74782,227,8,
4570,61197,Scleractinia_Turbinoliidae_Tropidocyathus_sp.,Scleractinia,Turbinoliidae,Tropidocyathus,sp.,4,-64.26539,-56.74782,227,8,
4570,62127,Gastropod_Fasciolariidae_Cryptorhytis_sp.,Gastropod,Fasciolariidae,Cryptorhytis,sp.,5,-64.26539,-56.74782,227,8,
4570,65659,Gastropod_Vanikoridae_Vanikoropsis_sp.,Gastropod,Vanikoridae,Vanikoropsis,sp.,2,-64.26539,-56.74782,227,8,
4570,61159,Gastropod_Aporrhaidae_Austroaporrhais_sp.,Gastropod,Aporrhaidae,Austroaporrhais,sp.,18,-64.26539,-56.74782,227,8,
4570,61178,Bivalve_Trigoniidae_Kellygonia_sp.,Bivalve,Trigoniidae,Kellygonia,sp.,1,-64.26539,-56.74782,227,8,
4570,61195,Bivalve_Corbulidae_Surobula_sp.,Bivalve,Corbulidae,Surobula,sp.,1,-64.26539,-56.74782,227,8,
4570,61196,Scleractinia_Fungiacyathidae_Fungiacyathus_sp.,Scleractinia,Fungiacyathidae,Fungiacyathus,sp.,1,-64.26539,-56.74782,227,8,
4570,65676,Bivalve_Trigoniidae_Kellygonia_sp.,Bivalve,Trigoniidae,Kellygonia,sp.,2,-64.26539,-56.74782,227,8,
4571,61277,Ammonite_Diplomoceratidae_Diplomoceras_sp.,Ammonite,Diplomoceratidae,Diplomoceras,sp.,2,-64.26289,-56.75969,0,7,
4571,61278,Gastropod_Cassidae_Cassidaria_mirabilis,Gastropod,Cassidae,Cassidaria,mirabilis,3,-64.26289,-56.75969,0,7,
4571,62459,Ammonite_Diplomoceratidae_Diplomoceras_sp.,Ammonite,Diplomoceratidae,Diplomoceras,sp.,1,-64.26289,-56.75969,0,7,
4571,62026,Gastropod_Fasciolariidae_Cryptorhytis_philippiana,Gastropod,Fasciolariidae,Cryptorhytis,philippiana,1,-64.26289,-56.75969,0,7,
4571,61273,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,17,-64.26289,-56.75969,0,7,
4571,61274,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,9,-64.26289,-56.75969,0,7,
4571,61275,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,1,-64.26289,-56.75969,0,7,
4571,61276,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,16,-64.26289,-56.75969,0,7,
4573,61283,Gastropod_Vanikoridae_Vanikoropsis_sp.,Gastropod,Vanikoridae,Vanikoropsis,sp.,1,-64.27338,-56.72094,204,9,
4573,61284,Scleractinia_Flabellidae_Flabellum_anderssoni,Scleractinia,Flabellidae,Flabellum,anderssoni,1,-64.27338,-56.72094,204,9,
4574,61169,Ammonoid_Gaudryceratidae_Zelandites_sp.,Ammonoid,Gaudryceratidae,Zelandites,sp.,2,-64.2684,-56.71115,227,9,
4575,61272,Ammonoid_Kossmaticeratidae_Grossouvrites_sp.,Ammonoid,Kossmaticeratidae,Grossouvrites,sp.,1,-64.26508,-56.70877,204,9,
4576,uncatalogued,Sharks_unidentified_unidentified_unidentified,Sharks,unidentified,unidentified,unidentified,7,NA,NA,NA,NA,
4576,61279,Ammonoid_Tetragonitidae_Pseudophyllites_sp.,Ammonoid,Tetragonitidae,Pseudophyllites,sp.,2,NA,NA,NA,NA,
4576,61509,Bivalve_Entoliidae_Entolium_sp.,Bivalve,Entoliidae,Entolium,sp.,22,NA,NA,NA,NA,
4576,61280,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,1,NA,NA,NA,NA,
4576,61281,Ammonoid_Kossmaticeratidae_Maorites_sp.,Ammonoid,Kossmaticeratidae,Maorites,sp.,2,NA,NA,NA,NA,
